Date,AMZN US Equity,BNDX US Equity,DAX Index,EURUSD BGN Curncy,GS US Equity,GOOGl US Equity,TSLA US Equity,,,,,,
7/12/16,38.521,54.32,10986.69,1.0753,235.56,39.574,12.8767,,,,,,
8/12/16,38.367,54.24,11179.42,1.0615,241.45,39.759,12.8193,,,,,,
9/12/16,38.433,54.18,11203.63,1.0561,241.85,40.473,12.812,,,,,,
12/12/16,38.006,54.05,11190.21,1.0635,237.17,40.395,12.8287,,,,,,
13/12/16,38.717,54.21,11284.65,1.0626,238.55,40.767,13.21,,,,,,
14/12/16,38.441,54.22,11244.84,1.0536,239.93,40.895,13.246,,,,,,
15/12/16,38.05,54.21,11366.4,1.0414,243,40.783,13.172,,,,,,
16/12/16,37.889,54.32,11404.01,1.0451,238.9,40.492,13.4993,,,,,,
19/12/16,38.3,54.5,11426.7,1.0402,239.07,40.625,13.5153,,,,,,
20/12/16,38.561,54.47,11464.74,1.0388,243.09,40.76,13.9193,,,,,,
21/12/16,38.53,54.5,11468.64,1.0424,241.44,40.61,13.8467,,,,,,
22/12/16,38.317,54.06,11456.1,1.0437,240.12,40.484,13.8967,,,,,,
23/12/16,38.03,54.17,11449.93,1.0456,240.97,40.39,14.2227,,,,,,
27/12/16,38.57,54.16,11472.24,1.0457,241.56,40.497,14.6353,,,,,,
28/12/16,38.607,54.24,11474.99,1.0413,240.65,40.229,14.6493,,,,,,
29/12/16,38.258,54.34,11451.05,1.049,238.18,40.144,14.312,,,,,,
30/12/16,37.494,54.29,11481.06,1.0517,239.45,39.623,14.246,,,,,,
3/1/17,37.683,54.1,11584.24,1.0405,241.57,40.401,14.466,,,,,,
4/1/17,37.859,54.13,11584.31,1.0489,243.13,40.389,15.1327,,,,,,
5/1/17,39.023,54.09,11584.94,1.0607,241.32,40.651,15.1167,,,,,,
6/1/17,39.8,53.95,11599.01,1.0532,244.9,41.261,15.2673,,,,,,
9/1/17,39.846,54.09,11563.99,1.0574,242.89,41.359,15.4187,,,,,,
10/1/17,39.795,54.03,11583.3,1.0554,242.57,41.301,15.3247,,,,,,
11/1/17,39.951,54.13,11646.17,1.0582,245.76,41.493,15.3153,,,,,,
12/1/17,40.682,54.09,11521.04,1.0613,243.84,41.477,15.306,,,,,,
13/1/17,40.857,54.03,11629.18,1.0643,244.3,41.547,15.85,,,,,,
17/1/17,40.486,54.08,11540,1.0713,235.74,41.373,15.7053,,,,,,
18/1/17,40.374,54.03,11599.39,1.063,234.29,41.451,15.8907,,,,,,
19/1/17,40.452,53.92,11596.89,1.0664,231.41,41.219,16.2507,,,,,,
20/1/17,40.417,53.85,11630.13,1.0703,232.2,41.409,16.3153,,,,,,
23/1/17,40.894,54.02,11545.75,1.0765,232.67,42.222,16.5947,,,,,,
24/1/17,41.122,53.92,11594.94,1.0731,233.68,42.477,16.974,,,,,,
25/1/17,41.826,53.73,11806.05,1.0748,237.25,42.923,16.9647,,,,,,
26/1/17,41.957,53.67,11848.63,1.0682,239.58,42.849,16.834,,,,,,
27/1/17,41.789,53.75,11814.27,1.0699,236.95,42.252,16.8633,,,,,,
30/1/17,41.519,53.66,11681.89,1.0695,233.9,41.192,16.7087,,,,,,
31/1/17,41.174,53.76,11535.31,1.0798,229.32,41.01,16.7953,,,,,,
1/2/17,41.618,53.66,11659.5,1.0769,230.67,40.762,16.616,,,,,,
2/2/17,41.998,53.66,11627.95,1.0759,230.41,40.913,16.77,,,,,,
3/2/17,40.51,53.68,11651.49,1.0783,240.95,41.007,16.7553,,,,,,
6/2/17,40.382,53.63,11509.84,1.075,239.98,41.081,17.1847,,,,,,
7/2/17,40.625,53.76,11549.44,1.0683,239.62,41.462,17.1653,,,,,,
8/2/17,40.986,53.87,11543.38,1.0698,237.73,41.494,17.472,,,,,,
9/2/17,41.068,53.88,11642.86,1.0655,241.55,41.503,17.9467,,,,,,
10/2/17,41.373,53.81,11666.97,1.0643,242.72,41.743,17.9487,,,,,,
13/2/17,41.826,53.81,11774.43,1.0598,246.27,41.948,18.7067,,,,,,
14/2/17,41.82,53.78,11771.81,1.0578,249.46,42.002,18.732,,,,,,
15/2/17,42.135,53.78,11793.93,1.0601,250.54,41.866,18.6507,,,,,,
16/2/17,42.207,53.85,11757.24,1.0674,249.44,42.109,17.93,,,,,,
17/2/17,42.254,53.92,11757.02,1.0616,250.38,42.328,18.1487,,,,,,
21/2/17,42.822,53.82,11967.49,1.0536,251.76,42.463,18.4927,,,,,,
22/2/17,42.781,53.98,11998.59,1.0558,251.73,42.568,18.234,,,,,,
23/2/17,42.61,54.07,11947.83,1.0582,251.19,42.55,17.066,,,,,,
24/2/17,42.262,54.23,11804.03,1.0563,247.35,42.39,17.1333,,,,,,
27/2/17,42.432,54.22,11822.67,1.0587,249.33,42.484,16.4153,,,,,,
28/2/17,42.252,54.19,11834.41,1.0576,248.06,42.247,16.666,,,,,,
1/3/17,42.654,54.08,12067.19,1.0547,252.71,42.838,16.668,,,,,,
2/3/17,42.445,54.02,12059.57,1.0507,251.06,42.493,16.6987,,,,,,
3/3/17,42.494,54.03,12027.36,1.0622,252.89,42.454,16.7713,,,,,,
6/3/17,42.331,54.05,11958.4,1.0582,252.01,42.364,16.7473,,,,,,
7/3/17,42.301,54.03,11966.14,1.0566,250.9,42.558,16.5727,,,,,,
8/3/17,42.525,53.88,11967.31,1.0541,250.24,42.682,16.458,,,,,,
9/3/17,42.65,53.77,11978.39,1.0577,250.18,42.892,16.3267,,,,,,
10/3/17,42.623,53.66,11963.18,1.0673,248.38,43.07,16.246,,,,,,
13/3/17,42.73,53.61,11990.03,1.0653,248.16,43.229,16.4113,,,,,,
14/3/17,42.627,53.72,11988.79,1.0604,247.72,43.296,17.2,,,,,,
15/3/17,42.649,53.93,12009.87,1.0734,246.78,43.42,17.0487,,,,,,
16/3/17,42.671,53.78,12083.18,1.0766,248.22,43.5,17.47,,,,,,
17/3/17,42.616,53.73,12095.24,1.0738,243.94,43.619,17.4333,,,,,,
20/3/17,42.849,53.79,12052.9,1.0739,242.14,43.396,17.4613,,,,,,
21/3/17,42.16,53.87,11962.13,1.0811,233,42.507,16.712,,,,,,
22/3/17,42.403,54,11904.12,1.0797,231.07,42.49,17.0007,,,,,,
23/3/17,42.369,53.97,12039.68,1.0783,231.9,41.983,16.9853,,,,,,
24/3/17,42.281,54.02,12064.27,1.0798,228.41,41.757,17.544,,,,,,
27/3/17,42.341,54.05,11996.07,1.0864,225.48,41.926,18.0147,,,,,,
28/3/17,42.8,54.05,12149.42,1.0814,229.33,42.032,18.4967,,,,,,
29/3/17,43.716,54.19,12203,1.0766,228.45,42.494,18.492,,,,,,
30/3/17,43.817,54.15,12256.43,1.0674,231.22,42.474,18.528,,,,,,
31/3/17,44.327,54.13,12312.87,1.0652,229.72,42.39,18.5533,,,,,,
3/4/17,44.576,54.25,12257.2,1.067,228.96,42.838,19.9013,,,,,,
4/4/17,45.342,54.23,12282.34,1.0674,229.26,42.629,20.2467,,,,,,
5/4/17,45.464,54.28,12217.54,1.0663,227.66,42.445,19.6667,,,,,,
6/4/17,44.914,54.3,12230.89,1.0644,228.64,42.255,19.9133,,,,,,
7/4/17,44.744,54.31,12225.06,1.0591,227.88,42.105,20.1693,,,,,,
10/4/17,45.352,54.3,12200.52,1.0596,228.89,42.085,20.826,,,,,,
11/4/17,45.118,54.33,12139.35,1.0605,227.74,41.994,20.5807,,,,,,
12/4/17,44.812,54.41,12154.7,1.0665,225.75,42.073,19.7893,,,,,,
13/4/17,44.234,54.48,12109,1.0613,223.32,42.009,20.2667,,,,,,
18/4/17,45.189,54.58,12000.44,1.073,215.59,42.7,20.0167,,,,,,
19/4/17,44.96,54.52,12016.45,1.0711,214.09,42.826,20.368,,,,,,
20/4/17,45.103,54.46,12027.32,1.0717,218.06,43.004,20.1673,,,,,,
21/4/17,44.927,54.46,12048.57,1.0728,216.86,42.948,20.3733,,,,,,
24/4/17,45.371,54.43,12454.98,1.0868,223.22,43.947,20.5353,,,,,,
25/4/17,45.381,54.3,12467.04,1.0926,226.63,44.442,20.9193,,,,,,
26/4/17,45.465,54.32,12472.8,1.0904,226.2,44.457,20.678,,,,,,
27/4/17,45.919,54.4,12443.79,1.0873,225.81,44.572,20.5753,,,,,,
28/4/17,46.25,54.35,12438.01,1.0895,223.8,46.226,20.938,,,,,,
2/5/17,47.347,54.4,12507.9,1.093,225.12,46.855,21.2593,,,,,,
3/5/17,47.052,54.43,12527.84,1.0886,226.31,47.423,20.7347,,,,,,
4/5/17,46.877,54.32,12647.78,1.0985,226.59,47.736,19.6973,,,,,,
5/5/17,46.707,54.34,12716.89,1.0998,226.87,47.514,20.5567,,,,,,
8/5/17,47.452,54.26,12694.55,1.0924,225.03,47.935,20.4793,,,,,,
9/5/17,47.641,54.23,12749.12,1.0874,223.76,47.836,21.4173,,,,,,
10/5/17,47.448,54.27,12757.46,1.0868,224.88,47.742,21.6813,,,,,,
11/5/17,47.381,54.19,12711.06,1.0861,224.76,47.795,21.54,,,,,,
12/5/17,48.068,54.35,12770.41,1.0931,222.82,47.757,21.654,,,,,,
15/5/17,47.899,54.27,12807.04,1.0975,225.12,47.961,21.0587,,,,,,
16/5/17,48.304,54.27,12804.53,1.1083,225.6,48.231,21.134,,,,,,
17/5/17,47.238,54.48,12631.61,1.1159,213.72,47.109,20.4073,,,,,,
18/5/17,47.925,54.52,12590.06,1.1103,215.16,47.525,20.8707,,,,,,
19/5/17,47.992,54.47,12638.69,1.1206,215.39,47.733,20.722,,,,,,
22/5/17,48.534,54.43,12619.46,1.1237,216.02,48.204,20.69,,,,,,
23/5/17,48.577,54.43,12659.15,1.1183,219.64,48.527,20.2573,,,,,,
24/5/17,49.018,54.46,12642.87,1.1219,223.83,48.881,20.6813,,,,,,
25/5/17,49.669,54.54,12621.72,1.121,222.47,49.593,21.122,,,,,,
26/5/17,49.789,54.66,12602.18,1.1183,223.53,49.664,21.676,,,,,,
30/5/17,49.835,54.67,12598.68,1.1186,218.42,49.808,22.34,,,,,,
31/5/17,49.731,54.7,12615.06,1.1244,211.26,49.355,22.734,,,,,,
1/6/17,49.798,54.58,12664.92,1.1213,215.01,49.415,22.6913,,,,,,
2/6/17,50.337,54.59,12822.94,1.1279,213.31,49.806,22.6567,,,,,,
6/6/17,50.15,54.69,12690.12,1.1277,214.53,49.834,23.5233,,,,,,
7/6/17,50.504,54.66,12672.49,1.1257,215.78,50.08,23.9767,,,,,,
8/6/17,50.514,54.71,12713.58,1.1214,218.76,50.214,24.6667,,,,,,
9/6/17,48.915,54.73,12815.72,1.1195,222.44,48.506,23.8213,,,,,,
12/6/17,48.246,54.77,12690.44,1.1203,221.91,48.091,23.934,,,,,,
13/6/17,49.04,54.73,12764.98,1.1211,224.2,48.525,25.0633,,,,,,
14/6/17,48.824,54.83,12805.95,1.1218,226.51,48.396,25.3773,,,,,,
15/6/17,48.209,54.75,12691.81,1.1145,223.23,48.009,25.0227,,,,,,
16/6/17,49.386,54.73,12752.73,1.1198,221.81,47.931,24.76,,,,,,
19/6/17,49.759,54.75,12888.95,1.1149,226.13,48.761,24.6533,,,,,,
20/6/17,49.63,54.86,12814.79,1.1134,225.1,48.45,24.816,,,,,,
21/6/17,50.112,54.87,12774.26,1.1168,222.49,48.93,25.0933,,,,,,
22/6/17,50.065,54.91,12794,1.1152,219.77,48.831,25.5073,,,,,,
23/6/17,50.187,54.87,12733.41,1.1194,217.19,49.305,25.5633,,,,,,
26/6/17,49.699,54.9,12770.83,1.1182,220.44,48.605,25.166,,,,,,
27/6/17,48.839,54.66,12671.02,1.1339,220.28,47.405,24.158,,,,,,
28/6/17,49.517,54.63,12647.27,1.1378,223.22,48.051,24.7493,,,,,,
29/6/17,48.796,54.31,12416.19,1.1441,224.41,46.891,24.05,,,,,,
30/6/17,48.4,54.36,12325.12,1.1426,221.9,46.484,24.1073,,,,,,
3/7/17,47.683,54.21,12475.31,1.1364,227.28,45.973,23.508,,,,,,
5/7/17,48.57,54.22,12453.68,1.1352,228.04,46.613,21.806,,,,,,
6/7/17,48.257,54.12,12381.25,1.1423,226.69,46.385,20.5887,,,,,,
7/7/17,48.938,54.03,12388.68,1.1401,225.28,47.04,20.8813,,,,,,
10/7/17,49.824,54.09,12445.92,1.1399,225.84,47.55,21.07,,,,,,
11/7/17,49.707,54.05,12437.02,1.1467,226.95,47.677,21.8147,,,,,,
12/7/17,50.326,54.22,12626.58,1.1412,227.39,48.383,21.968,,,,,,
13/7/17,50.032,54.19,12641.33,1.1398,230.4,48.443,21.5607,,,,,,
14/7/17,50.091,54.17,12631.72,1.147,228.6,48.846,21.852,,,,,,
17/7/17,50.502,54.21,12587.16,1.1478,229.26,48.798,21.3047,,,,,,
18/7/17,51.223,54.31,12430.39,1.1554,223.31,49.348,21.8827,,,,,,
19/7/17,51.343,54.36,12452.05,1.1515,222.87,49.639,21.684,,,,,,
20/7/17,51.435,54.37,12447.25,1.1631,222.3,49.61,21.9947,,,,,,
21/7/17,51.284,54.49,12240.06,1.1663,220.18,49.692,21.8933,,,,,,
24/7/17,51.948,54.44,12208.95,1.1642,218.18,49.915,22.8347,,,,,,
25/7/17,51.994,54.33,12264.31,1.1647,221.58,48.451,22.64,,,,,,
26/7/17,52.64,54.39,12305.11,1.1734,222.25,48.265,22.9233,,,,,,
27/7/17,52.3,54.39,12212.04,1.1677,221.48,47.626,22.2973,,,,,,
28/7/17,51.002,54.41,12162.7,1.1751,223.61,47.917,22.338,,,,,,
31/7/17,49.389,54.4,12118.25,1.1842,225.33,47.275,21.5647,,,,,,
1/8/17,49.81,54.57,12251.29,1.1802,227,47.328,21.3047,,,,,,
2/8/17,49.795,54.49,12181.48,1.1856,226.27,47.382,21.726,,,,,,
3/8/17,49.346,54.63,12154.72,1.187,223.99,47.015,23.1393,,,,,,
4/8/17,49.379,54.63,12297.72,1.1773,229.79,47.29,23.794,,,,,,
7/8/17,49.614,54.6,12257.17,1.1795,232.92,47.288,23.678,,,,,,
8/8/17,49.492,54.55,12292.05,1.1752,232.05,47.21,24.348,,,,,,
9/8/17,49.101,54.64,12154,1.1759,231.01,47.004,24.2353,,,,,,
10/8/17,47.846,54.71,12014.3,1.1772,225.5,46.18,23.6933,,,,,,
11/8/17,48.4,54.79,12014.06,1.1821,224.15,46.505,23.858,,,,,,
14/8/17,49.165,54.71,12165.12,1.178,227.36,46.947,24.2533,,,,,,
15/8/17,49.137,54.69,12177.04,1.1735,227.59,46.904,24.1553,,,,,,
16/8/17,48.909,54.64,12263.86,1.1767,225.61,47.213,24.194,,,,,,
17/8/17,48.029,54.75,12203.46,1.1723,221.42,46.383,23.4613,,,,,,
18/8/17,47.924,54.74,12165.19,1.1761,222.15,46.309,23.164,,,,,,
21/8/17,47.665,54.77,12065.99,1.1815,220.79,46.044,22.524,,,,,,
22/8/17,48.345,54.75,12229.34,1.1762,223.58,47.02,22.7567,,,,,,
23/8/17,47.9,54.8,12174.3,1.1807,222.74,47.129,23.518,,,,,,
24/8/17,47.623,54.8,12180.83,1.1799,222.99,46.845,23.5287,,,,,,
25/8/17,47.263,54.8,12167.94,1.1924,222.47,46.525,23.2033,,,,,,
28/8/17,47.301,54.83,12123.47,1.1979,220.35,46.407,23.044,,,,,,
29/8/17,47.703,54.85,11945.88,1.1972,219.96,46.788,23.1573,,,,,,
30/8/17,48.38,54.83,12002.47,1.1884,222.42,47.182,23.5453,,,,,,
31/8/17,49.03,54.86,12055.84,1.191,223.74,47.762,23.7267,,,,,,
1/9/17,48.913,54.78,12142.64,1.186,225.88,47.6,23.6933,,,,,,
5/9/17,48.264,54.92,12123.71,1.1914,217.78,47.074,23.306,,,,,,
6/9/17,48.39,54.89,12214.54,1.1917,218.83,47.101,22.9687,,,,,,
7/9/17,48.974,54.95,12296.63,1.2023,215.84,47.495,23.374,,,,,,
8/9/17,48.295,54.95,12303.98,1.2036,217.21,47.07,22.8933,,,,,,
11/9/17,48.898,54.87,12475.24,1.1953,221.06,47.165,24.246,,,,,,
12/9/17,49.129,54.75,12524.77,1.1967,225.95,47.332,24.1833,,,,,,
13/9/17,49.98,54.72,12553.57,1.1885,226.56,47.522,24.4153,,,,,,
14/9/17,49.611,54.6,12540.45,1.1919,226.85,47.007,25.176,,,,,,
15/9/17,49.34,54.6,12518.81,1.1945,225.22,46.765,25.3207,,,,,,
18/9/17,48.71,54.55,12559.39,1.1954,227.53,46.488,25.6667,,,,,,
19/9/17,48.493,54.61,12561.79,1.1994,228.91,46.843,25.0067,,,,,,
20/9/17,48.661,54.55,12569.17,1.1892,229.79,47.377,24.9273,,,,,,
21/9/17,48.233,54.55,12600.03,1.1941,231.29,47.378,24.432,,,,,,
22/9/17,47.755,54.6,12592.35,1.1951,231.03,47.163,23.406,,,,,,
25/9/17,46.99,54.69,12594.81,1.1848,230.26,46.714,22.9993,,,,,,
26/9/17,46.93,54.68,12605.2,1.1793,229.94,46.872,23.0167,,,,,,
27/9/17,47.544,54.56,12657.41,1.1745,234.76,47.995,22.7313,,,,,,
28/9/17,47.82,54.54,12704.65,1.1786,235.47,48.241,22.64,,,,,,
29/9/17,48.068,54.59,12828.86,1.1814,237.19,48.686,22.74,,,,,,
2/10/17,47.96,54.48,12902.65,1.1733,240.65,48.374,22.7687,,,,,,
4/10/17,48.273,54.48,12970.52,1.1759,240.31,48.339,23.6673,,,,,,
5/10/17,49.043,54.53,12968.05,1.1711,246.06,49.26,23.6887,,,,,,
6/10/17,49.479,54.515,12955.94,1.173,246.02,49.682,23.792,,,,,,
9/10/17,49.55,54.56,12976.4,1.174,242.8,49.616,22.8627,,,,,,
10/10/17,49.36,54.53,12949.25,1.1808,242.6,49.39,23.706,,,,,,
11/10/17,49.75,54.52,12970.68,1.1859,242.4,50.283,23.64,,,,,,
12/10/17,50.046,54.6,12982.89,1.183,239.8,50.283,23.712,,,,,,
13/10/17,50.147,54.69,12991.87,1.182,238.53,50.394,23.7047,,,,,,
16/10/17,50.317,54.78,13003.7,1.1796,242.41,50.468,23.3733,,,,,,
17/10/17,50.457,54.79,12995.06,1.1766,236.09,50.55,23.7167,,,,,,
18/10/17,49.85,54.75,13043.03,1.1787,242.03,50.637,23.9767,,,,,,
19/10/17,49.331,54.76,12990.1,1.1852,239.99,50.092,23.454,,,,,,
20/10/17,49.146,54.66,12991.28,1.1784,244.73,50.254,23.0067,,,,,,
23/10/17,48.315,54.7,13003.14,1.1749,242.13,49.277,22.468,,,,,,
24/10/17,48.795,54.64,13013.19,1.1761,244.84,49.425,22.4893,,,,,,
25/10/17,48.646,54.64,12953.41,1.1813,241.71,49.573,21.7227,,,,,,
26/10/17,48.622,54.73,13133.28,1.1651,241.72,49.571,21.7447,,,,,,
27/10/17,55.048,54.77,13217.54,1.1608,241.71,51.684,21.3913,,,,,,
30/10/17,55.543,54.89,13229.57,1.1651,240.89,51.657,21.3387,,,,,,
1/11/17,55.184,54.88,13465.51,1.1619,244.26,52.13,21.4053,,,,,,
2/11/17,54.711,54.93,13440.93,1.1658,246.88,52.149,19.9507,,,,,,
3/11/17,55.58,54.95,13478.86,1.1608,244.4,52.5,20.406,,,,,,
6/11/17,56.033,55.03,13468.79,1.161,243.49,52.134,20.1853,,,,,,
7/11/17,56.159,55.13,13379.27,1.1587,239.81,52.62,20.4033,,,,,,
8/11/17,56.644,55.09,13382.42,1.1595,241.25,52.915,20.2927,,,,,,
9/11/17,56.457,54.91,13182.56,1.1642,240.79,52.386,20.1993,,,,,,
10/11/17,56.268,54.81,13127.47,1.1665,240.15,52.208,20.1993,,,,,,
13/11/17,56.459,54.82,13074.42,1.1667,240.27,52.06,21.0267,,,,,,
14/11/17,56.842,54.89,13033.48,1.1798,237.24,52.082,20.58,,,,,,
15/11/17,56.335,54.97,12976.37,1.1791,237.61,51.821,20.7533,,,,,,
16/11/17,56.865,54.96,13047.22,1.177,239.37,52.424,20.8333,,,,,,
17/11/17,56.494,54.97,12993.73,1.179,238.02,51.795,21.0033,,,,,,
20/11/17,56.316,55,13058.66,1.1733,238.13,51.733,20.5827,,,,,,
21/11/17,56.975,55.05,13167.54,1.1738,238.02,52.515,21.1873,,,,,,
22/11/17,57.808,55.13,13015.04,1.1822,236.43,52.596,20.84,,,,,,
24/11/17,59.3,55.08,13059.84,1.1933,235.95,52.826,21.0367,,,,,,
27/11/17,59.792,55.13,13000.2,1.1898,235.11,53.601,21.1207,,,,,,
28/11/17,59.68,55,13059.53,1.184,239.41,53.165,21.17,,,,,,
29/11/17,58.064,54.92,13061.87,1.1847,241.36,51.869,20.5027,,,,,,
30/11/17,58.838,54.96,13023.98,1.1904,247.64,51.809,20.59,,,,,,
1/12/17,58.117,55.08,12861.49,1.1896,248.95,51.253,20.4353,,,,,,
4/12/17,56.698,55.11,13058.55,1.1866,250.65,50.594,20.3467,,,,,,
5/12/17,57.079,55.15,13048.54,1.1826,248.33,50.98,20.2467,,,,,,
6/12/17,57.617,55.2,12998.85,1.1796,245.95,51.636,20.884,,,,,,
7/12/17,57.99,55.16,13045.15,1.1773,248.56,52.229,20.7493,,,,,,
8/12/17,58.1,55.18,13153.7,1.1773,250.35,52.469,21.0087,,,,,,
11/12/17,58.446,55.2,13123.65,1.1769,250.13,52.599,21.9273,,,,,,
12/12/17,58.254,55.14,13183.53,1.1742,257.68,52.439,22.7353,,,,,,
13/12/17,58.207,55.2,13125.64,1.1826,255.56,52.57,22.602,,,,,,
14/12/17,58.713,55.21,13068.08,1.1778,255.48,52.874,22.526,,,,,,
15/12/17,58.957,55.26,13103.56,1.1749,257.17,53.6,22.8967,,,,,,
18/12/17,59.529,55.24,13312.3,1.1782,260.02,54.254,22.5913,,,,,,
19/12/17,59.369,55.05,13215.79,1.184,256.48,53.989,22.0733,,,,,,
20/12/17,58.881,55.03,13069.17,1.1871,255.18,53.678,21.932,,,,,,
21/12/17,58.738,54.98,13109.74,1.1874,261.01,53.543,22.1107,,,,,,
22/12/17,58.418,54.99,13072.79,1.1862,258.97,53.443,21.68,,,,,,
27/12/17,59.113,54.41,13070.02,1.1888,255.95,53.01,20.776,,,,,,
28/12/17,59.305,54.33,12979.94,1.1943,256.5,52.798,21.024,,,,,,
29/12/17,58.474,54.37,12917.64,1.2005,254.76,52.67,20.7567,,,,,,
2/1/18,59.451,54.25,12871.39,1.2059,255.67,53.661,21.3687,,,,,,
3/1/18,60.21,54.29,12978.21,1.2015,253.29,54.576,21.15,,,,,,
4/1/18,60.479,54.3,13167.89,1.2068,256.83,54.788,20.9747,,,,,,
5/1/18,61.457,54.3,13319.64,1.2029,255.52,55.515,21.1053,,,,,,
8/1/18,62.343,54.31,13367.78,1.1967,251.81,55.711,22.4273,,,,,,
9/1/18,62.635,54.28,13385.59,1.1937,253.94,55.64,22.246,,,,,,
10/1/18,62.717,54.22,13281.34,1.1948,254.33,55.507,22.32,,,,,,
11/1/18,63.834,54.22,13202.9,1.2032,255.13,55.603,22.53,,,,,,
12/1/18,65.26,54.19,13245.03,1.2202,257.03,56.533,22.4147,,,,,,
16/1/18,65.243,54.24,13246.33,1.226,258.46,56.535,22.6707,,,,,,
17/1/18,64.75,54.2,13183.96,1.2186,253.65,56.955,23.144,,,,,,
18/1/18,64.666,54.18,13281.43,1.2238,250.97,56.799,22.9713,,,,,,
19/1/18,64.729,54.2,13434.45,1.2222,256.12,57.175,23.3347,,,,,,
22/1/18,66.366,54.24,13463.69,1.2262,261.52,58.208,23.4373,,,,,,
23/1/18,68.127,54.28,13559.6,1.2299,260.09,58.809,23.5193,,,,,,
24/1/18,67.876,54.21,13414.74,1.2408,265.68,58.564,23.0593,,,,,,
25/1/18,68.898,54.2,13298.36,1.2396,269.03,59.107,22.5093,,,,,,
26/1/18,70.102,54.19,13340.17,1.2427,268.14,59.378,22.8567,,,,,,
29/1/18,70.884,54.09,13324.48,1.2383,272.48,59.324,23.302,,,,,,
30/1/18,71.891,54.08,13197.71,1.2402,268.94,58.869,23.0547,,,,,,
31/1/18,72.545,54.06,13189.48,1.2414,267.89,59.111,23.6207,,,,,,
1/2/18,69.5,53.98,13003.9,1.251,272.23,59.079,23.2833,,,,,,
2/2/18,71.498,53.89,12785.16,1.2463,260.04,55.96,22.9167,,,,,,
5/2/18,69.5,54.06,12687.49,1.2367,249.11,53.12,22.2087,,,,,,
6/2/18,72.142,54.04,12392.66,1.2377,258.7,54.222,22.2647,,,,,,
7/2/18,70.839,53.97,12590.43,1.2264,257.1,52.771,23,,,,,,
8/2/18,67.525,53.94,12260.29,1.2247,246.35,50.386,21.0153,,,,,,
9/2/18,66.98,53.99,12107.48,1.2252,249.3,52.314,20.6947,,,,,,
12/2/18,69.312,53.94,12282.77,1.2292,253.16,52.728,21.0487,,,,,,
13/2/18,70.726,53.96,12196.5,1.2352,255.53,52.707,21.5773,,,,,,
14/2/18,72.553,53.9,12339.16,1.2451,262.58,53.635,21.4873,,,,,,
15/2/18,73.088,53.88,12346.17,1.2506,267.68,54.568,22.271,,,,,,
16/2/18,72.435,54.03,12451.96,1.2406,267.62,54.775,22.366,,,,,,
20/2/18,73.417,53.95,12487.9,1.2337,264.89,55.18,22.318,,,,,,
21/2/18,74.146,53.96,12470.49,1.2284,263.4,55.688,22.22,,,,,,
22/2/18,74.267,54.01,12461.91,1.233,261.43,55.495,23.078,,,,,,
23/2/18,75,54.1,12483.79,1.2295,266.77,56.405,23.47,,,,,,
26/2/18,76.098,54.11,12527.04,1.2317,271.26,57.185,23.828,,,,,,
27/2/18,75.599,54.1,12490.73,1.2233,267.93,55.876,23.3993,,,,,,
28/2/18,75.623,54.15,12435.85,1.2194,262.93,55.196,22.8707,,,,,,
1/3/18,74.673,54.2,12190.94,1.2267,256.78,53.571,22.062,,,,,,
2/3/18,75.013,54.13,11913.71,1.2317,258.12,54.207,22.3413,,,,,,
5/3/18,76.181,54.17,12090.87,1.2336,263.12,54.738,22.2233,,,,,,
6/3/18,76.882,54.11,12113.87,1.2404,266.93,55.045,21.88,,,,,,
7/3/18,77.25,54.2,12245.36,1.2411,265.35,55.752,22.1533,,,,,,
8/3/18,77.593,54.23,12355.57,1.2312,266.34,56.469,21.94,,,,,,
9/3/18,78.945,54.2,12346.68,1.2307,270.77,58.042,21.8113,,,,,,
12/3/18,79.92,54.24,12418.39,1.2334,273.38,58.297,23.034,,,,,,
13/3/18,79.409,54.27,12221.03,1.239,268.53,56.996,22.7893,,,,,,
14/3/18,79.55,54.39,12237.74,1.2368,264.43,57.445,21.7753,,,,,,
15/3/18,79.116,54.4,12345.56,1.2305,266.61,57.531,21.7067,,,,,,
16/3/18,78.584,54.43,12389.58,1.229,267.6,56.721,21.4233,,,,,,
19/3/18,77.247,54.43,12217.02,1.2335,262.53,55.003,20.904,,,,,,
20/3/18,79.326,54.46,12307.33,1.2242,263.19,54.79,20.7033,,,,,,
21/3/18,79.093,54.41,12309.15,1.2338,261.85,54.7,21.102,,,,,,
22/3/18,77.246,54.58,12100.08,1.2302,252.6,52.658,20.6067,,,,,,
23/3/18,74.778,54.56,11886.31,1.2353,245.26,51.328,20.1027,,,,,,
26/3/18,77.793,54.57,11787.26,1.2444,254.88,52.704,20.2787,,,,,,
27/3/18,74.852,54.67,11970.83,1.2403,247.26,50.347,18.612,,,,,,
28/3/18,71.571,54.67,11940.71,1.2308,249.37,50.259,17.1853,,,,,,
29/3/18,72.367,54.73,12096.73,1.23,251.86,51.857,17.742,,,,,,
3/4/18,69.602,54.7,12002.45,1.227,250.58,50.934,17.8353,,,,,,
4/4/18,70.529,54.7,11957.9,1.2278,252.62,51.486,19.1293,,,,,,
5/4/18,72.588,54.56,12305.19,1.224,255.81,51.632,20.3813,,,,,,
6/4/18,70.262,54.68,12241.27,1.2281,249.97,50.498,19.9533,,,,,,
