Date,AMZN US Equity,BNDX US Equity,DAX Index,EURUSD BGN Curncy,GS US Equity,GOOGl US Equity,TSLA US Equity,,,,,,
12/5/15,21.551,52.64,11472.41,1.1213,200.53,26.937,16.316,,,,,,
13/5/15,21.344,52.56,11351.46,1.1354,201.43,26.975,16.212,,,,,,
14/5/15,21.614,52.56,11559.82,1.141,202.62,27.46,16.2733,,,,,,
15/5/15,21.3,52.86,11447.03,1.1451,202.97,27.325,16.5893,,,,,,
18/5/15,21.262,52.77,11594.28,1.1315,204.66,27.333,16.5833,,,,,,
19/5/15,21.086,52.88,11853.33,1.115,205.4,27.464,16.476,,,,,,
20/5/15,21.193,52.82,11848.47,1.1094,205.08,27.626,16.29,,,,,,
21/5/15,21.582,52.81,11864.59,1.1112,204.95,27.841,16.3747,,,,,,
22/5/15,21.382,52.83,11815.01,1.1013,207.8,27.726,16.5153,,,,,,
26/5/15,21.274,52.98,11625.13,1.0873,206.38,27.36,16.497,,,,,,
27/5/15,21.571,53,11771.13,1.0904,209.06,27.713,16.4953,,,,,,
28/5/15,21.329,53.03,11677.57,1.0949,208.48,27.709,16.7633,,,,,,
29/5/15,21.462,53.14,11413.82,1.0986,206.19,27.266,16.72,,,,,,
1/6/15,21.546,52.98,11436.05,1.0927,207.81,27.461,16.63,,,,,,
2/6/15,21.55,52.75,11328.8,1.1151,206.43,27.698,16.5567,,,,,,
3/6/15,21.83,52.4,11419.62,1.1275,208.29,27.765,16.5993,,,,,,
4/6/15,21.539,52.39,11340.6,1.1238,208.87,27.585,16.3947,,,,,,
5/6/15,21.348,52.34,11197.15,1.1114,210.45,27.476,16.6093,,,,,,
8/6/15,21.175,52.26,11064.92,1.1291,209.79,27.174,17.086,,,,,,
9/6/15,21.274,52.16,11001.29,1.1283,209.02,27.108,17.0667,,,,,,
10/6/15,21.539,52.01,11265.39,1.1324,213.13,27.63,16.7133,,,,,,
11/6/15,21.649,52.18,11332.78,1.1258,213.94,27.502,16.7607,,,,,,
12/6/15,21.496,52.33,11196.49,1.1266,213.06,27.374,16.7127,,,,,,
15/6/15,21.184,52.35,10984.97,1.1283,211.76,27.15,16.692,,,,,,
16/6/15,21.363,52.2,11044.01,1.1248,213.56,27.244,16.8747,,,,,,
17/6/15,21.391,52.32,10978.01,1.1337,212.93,27.33,17.3607,,,,,,
18/6/15,21.97,52.2,11100.3,1.1359,214.6,27.809,17.4593,,,,,,
19/6/15,21.746,52.39,11040.1,1.1352,213.19,27.876,17.5007,,,,,,
22/6/15,21.815,52.18,11460.5,1.1341,216.51,27.984,17.3193,,,,,,
23/6/15,22.3,52.25,11542.54,1.1167,218.4,28.17,17.8447,,,,,,
24/6/15,22.042,52.25,11471.26,1.1205,214.43,27.929,17.678,,,,,,
25/6/15,22.005,52.27,11473.13,1.1205,212.82,27.898,17.9193,,,,,,
26/6/15,21.905,52.1,11492.43,1.1167,213.17,27.653,17.806,,,,,,
29/6/15,21.493,52.2,11083.2,1.1236,207.65,27.063,17.468,,,,,,
30/6/15,21.705,52.37,10944.97,1.1147,208.79,27.002,17.884,,,,,,
1/7/15,21.87,52.22,11180.5,1.1053,209.94,27.165,17.9433,,,,,,
2/7/15,21.886,52.05,11099.35,1.1084,209.2,27.367,18.668,,,,,,
6/7/15,21.802,52.13,10890.63,1.1056,208.04,27.281,18.648,,,,,,
7/7/15,21.836,52.45,10676.78,1.1011,208.21,27.502,17.8587,,,,,,
8/7/15,21.485,52.41,10747.3,1.1077,204.06,27.085,16.9973,,,,,,
9/7/15,21.72,52.39,10996.41,1.1036,204.81,27.232,17.1947,,,,,,
10/7/15,22.176,52.3,11315.63,1.1162,207.19,27.806,17.2767,,,,,,
13/7/15,22.779,52.28,11484.38,1.1002,210.12,28.587,17.4773,,,,,,
14/7/15,23.279,52.27,11516.9,1.1009,212.16,29.209,17.71,,,,,,
15/7/15,23.06,52.49,11539.66,1.095,212.96,29.198,17.5427,,,,,,
16/7/15,23.774,52.51,11716.76,1.0875,211.18,30.089,17.7787,,,,,,
17/7/15,24.151,52.55,11673.42,1.083,212.46,34.981,18.3107,,,,,,
20/7/15,24.405,52.65,11735.72,1.0825,212.39,34.642,18.8173,,,,,,
21/7/15,24.4,52.62,11604.8,1.0935,211.5,34.768,17.7847,,,,,,
22/7/15,24.414,52.67,11520.67,1.0929,213.25,34.755,17.858,,,,,,
23/7/15,24.109,52.78,11512.11,1.0984,211.05,33.737,17.8133,,,,,,
24/7/15,26.471,52.88,11347.45,1.0984,207.35,32.739,17.694,,,,,,
27/7/15,26.571,52.9,11056.4,1.1088,205.02,32.914,16.8673,,,,,,
28/7/15,26.301,52.85,11173.91,1.106,206.24,32.983,17.6547,,,,,,
29/7/15,26.45,52.83,11211.85,1.0984,206.84,33.072,17.588,,,,,,
30/7/15,26.838,52.95,11257.15,1.0932,207.2,33.228,17.786,,,,,,
31/7/15,26.807,52.98,11308.99,1.0984,205.07,32.875,17.7433,,,,,,
3/8/15,26.752,52.96,11443.72,1.095,204.69,33.236,17.3327,,,,,,
4/8/15,26.595,52.93,11456.07,1.0881,205.17,33.064,17.752,,,,,,
5/8/15,26.851,52.725,11636.3,1.0906,205.7,33.665,18.0087,,,,,,
6/8/15,26.473,52.97,11585.1,1.0925,205.09,33.508,16.4087,,,,,,
7/8/15,26.131,52.9,11490.83,1.0967,203.44,33.22,16.1673,,,,,,
10/8/15,26.2,52.81,11604.78,1.1019,205.97,33.157,16.076,,,,,,
11/8/15,26.373,53.01,11293.65,1.1042,201.7,34.515,15.8247,,,,,,
12/8/15,26.295,53.02,10924.61,1.1159,201.13,34.574,15.878,,,,,,
13/8/15,26.483,52.99,11014.63,1.115,200.74,34.326,16.1673,,,,,,
14/8/15,26.576,52.915,10985.14,1.1109,202.02,34.469,16.21,,,,,,
17/8/15,26.761,53.01,10940.33,1.1078,202.57,34.706,16.9993,,,,,,
18/8/15,26.751,52.95,10915.92,1.1024,201.18,34.437,17.3813,,,,,,
19/8/15,26.646,53.04,10682.15,1.112,200.95,34.702,17.0167,,,,,,
20/8/15,25.789,53.1,10432.19,1.1242,196.75,33.974,16.1453,,,,,,
21/8/15,24.724,53.07,10124.52,1.1386,187.74,32.201,15.3847,,,,,,
24/8/15,23.169,52.95,9648.43,1.1619,179.46,30.906,14.5913,,,,,,
25/8/15,23.319,52.65,10128.12,1.1517,178.22,30.624,14.6687,,,,,,
26/8/15,25.039,52.7,9997.43,1.1314,184.4,32.987,14.9893,,,,,,
27/8/15,25.919,52.67,10315.62,1.1246,189.21,33.398,16.1993,,,,,,
28/8/15,25.901,52.69,10298.53,1.1185,187.75,32.985,16.5653,,,,,,
31/8/15,25.645,52.56,10259.46,1.1211,188.6,32.391,16.604,,,,,,
1/9/15,24.827,52.64,10015.57,1.1315,182.12,31.478,15.9087,,,,,,
2/9/15,25.528,52.62,10048.05,1.1227,184.51,32.246,16.5127,,,,,,
3/9/15,25.236,52.74,10317.84,1.1123,185.06,31.853,16.3713,,,,,,
4/9/15,24.95,52.9,10038.04,1.1149,180.38,31.448,16.1287,,,,,,
8/9/15,25.877,53.01,10271.36,1.1203,185.88,32.194,16.5447,,,,,,
9/9/15,25.845,52.84,10303.12,1.1207,185.68,32.17,16.594,,,,,,
10/9/15,26.112,52.81,10210.44,1.128,185.91,32.554,16.5653,,,,,,
11/9/15,26.472,52.85,10123.56,1.1338,185.27,32.765,16.6827,,,,,,
14/9/15,26.069,52.82,10131.74,1.1317,183.94,32.624,16.8793,,,,,,
15/9/15,26.119,52.75,10188.13,1.1269,187.45,33.254,16.9047,,,,,,
16/9/15,26.37,52.6,10227.21,1.129,188.64,33.276,17.4833,,,,,,
17/9/15,26.944,52.65,10229.58,1.1435,186.45,33.584,17.4713,,,,,,
18/9/15,27.013,52.96,9916.16,1.1298,180.94,33.046,17.3747,,,,,,
21/9/15,27.42,52.82,9948.51,1.119,183.35,33.349,17.6133,,,,,,
22/9/15,26.92,52.99,9570.66,1.112,179.72,32.66,17.396,,,,,,
23/9/15,26.804,52.89,9612.62,1.1186,179.41,32.664,17.404,,,,,,
24/9/15,26.688,52.95,9427.64,1.123,176.91,32.746,17.5413,,,,,,
25/9/15,26.213,52.88,9688.53,1.1195,179.83,32.008,17.1273,,,,,,
28/9/15,25.203,52.9,9483.55,1.1244,173.02,31.213,16.562,,,,,,
29/9/15,24.804,52.98,9450.4,1.1249,171.86,31.131,16.4433,,,,,,
30/9/15,25.595,52.93,9660.44,1.1177,173.76,31.919,16.56,,,,,,
1/10/15,26.036,52.9,9509.25,1.1195,176.02,32.1,15.992,,,,,,
2/10/15,26.627,53.09,9553.07,1.1216,177.01,32.85,16.5047,,,,,,
5/10/15,27.184,53,9814.79,1.1188,180.7,33.584,16.41,,,,,,
6/10/15,26.874,52.94,9902.83,1.1272,180.32,33.582,16.0973,,,,,,
7/10/15,27.097,52.92,9970.4,1.1237,182.23,33.5,15.464,,,,,,
8/10/15,26.658,52.91,9993.07,1.1276,181.07,33.35,15.1147,,,,,,
9/10/15,26.99,52.81,10096.6,1.1358,179.19,33.562,14.7127,,,,,,
